Match #,Date,Player 1,Points Won,Player 2,Points Won,Rounds,Winner,P1 ID,P1 KScore,P1 Old,P1 Change,P1 New,P2 ID,P2 KScore,P2 Old,P2 Change,P2 New
6156,07/27/2024,Doug McNaron 1568,2,Joseph Betz 1626,6,4.00,P2,1568,40,1493.88,-11.98,1481.90,1626,40,1459.32,11.98,1471.30
6157,07/27/2024,Jason Ketter 1434,4,Dusty Usner 1620,4,4.00,TIE,1434,40,1544.58,-1.72,1542.86,1620,40,1514.64,1.72,1516.36
6158,07/27/2024,Brian Dowd 1357,5,Jason Arvey 1570,3,4.00,P1,1357,40,1559.78,2.47,1562.25,1570,40,1515.57,-2.47,1513.10
6159,07/27/2024,Mitchell Shore 1604,6,Christopher Sousa 1636,2,4.00,P1,1604,40,1529.78,10.25,1540.03,1636,40,1534.15,-10.25,1523.90
6160,07/27/2024,Pam Przybylski-LaDue 1629,2,Jay Matthews 1590,6,4.00,P2,1629,40,1446.20,-3.84,1442.36,1590,40,1556.83,3.84,1560.67
6161,07/27/2024,Katherine McCulloch 1644,0,Bess Matthews 1642,8,4.00,P2,1644,40,1479.67,-19.28,1460.39,1642,40,1492.10,19.28,1511.38
6162,07/27/2024,Sean McCulloch 1622,3,Chad Weaver 1639,5,4.00,P2,1622,40,1476.45,-4.28,1472.17,1639,40,1489.02,4.28,1493.30
6163,07/27/2024,Joseph McCulloch 1623,0,Trevor Morris 1609,8,4.00,P2,1623,40,1443.90,-15.48,1428.42,1609,40,1523.83,15.48,1539.31
6164,07/27/2024,Mark Sachon 1631,3,Jonathan Naylor 1638,5,4.00,P2,1631,40,1469.23,-3.63,1465.60,1638,40,1492.98,3.63,1496.61
6165,07/27/2024,Larry Jex 1597,7,Nick Vayn 1584,1,4.00,P1,1597,40,1499.16,14.91,1514.07,1584,40,1497.60,-14.91,1482.69
6166,07/27/2024,Suzie Coplin 1643,5,Matt Amitrano 1625,3,4.00,P1,1643,40,1480.60,6.06,1486.66,1625,40,1498.97,-6.06,1492.91
6167,07/27/2024,Mark Love 1645,4,Josh Boley 1640,4,4.00,TIE,1645,40,1505.24,-0.30,1504.94,1640,40,1500.00,0.30,1500.30
6168,07/27/2024,Hannah Manley 1598,5,Tracy Lawson 1632,3,4.00,P1,1598,40,1475.10,4.89,1479.99,1632,40,1473.17,-4.89,1468.28
6169,07/27/2024,Sophia Collins 1561,4,Sharon Hufford 1641,4,4.00,TIE,1561,40,1488.54,0.66,1489.20,1641,40,1500.00,-0.66,1499.34
6170,07/27/2024,Matthew O'Connor 1628,2,Curtis Beatovich 1574,6,4.00,P2,1628,40,1518.76,-10.44,1508.32,1574,40,1511.04,10.44,1521.48
6171,07/27/2024,Doug Kolpien 1637,2,Mitchell Shore 1604,6,4.00,P2,1637,40,1532.76,-9.58,1523.18,1604,40,1540.03,9.58,1549.61
6172,07/27/2024,Stephen Costa 1608,4,Thomas Schlosser 1548,4,4.00,TIE,1608,40,1538.63,3.07,1541.70,1548,40,1592.45,-3.07,1589.38
6173,07/27/2024,Brian Dowd 1357,4,Joseph Betz 1626,4,4.00,TIE,1357,40,1562.25,-5.12,1557.13,1626,40,1471.30,5.12,1476.42
6174,07/27/2024,Jason Ketter 1434,4,Curtis Beatovich 1574,4,4.00,TIE,1434,40,1542.86,-1.23,1541.63,1574,40,1521.48,1.23,1522.71
6175,07/27/2024,Dusty Usner 1620,4,Mark Love 1645,4,4.00,TIE,1620,40,1516.36,-0.66,1515.70,1645,40,1504.94,0.66,1505.60
6176,07/27/2024,Pam Przybylski-LaDue 1629,0,Joseph McCulloch 1623,8,4.00,P2,1629,40,1442.36,-20.80,1421.56,1623,40,1428.42,20.80,1449.22
6177,07/27/2024,Katherine McCulloch 1644,2,Mark Sachon 1631,6,4.00,P2,1644,40,1460.39,-9.70,1450.69,1631,40,1465.60,9.70,1475.30
6178,07/27/2024,Sean McCulloch 1622,4,Nick Vayn 1584,4,4.00,TIE,1622,40,1472.17,0.61,1472.78,1584,40,1482.69,-0.61,1482.08
6179,07/27/2024,Matt Amitrano 1625,7,Tracy Lawson 1632,1,4.00,P1,1625,40,1492.91,13.58,1506.49,1632,40,1468.28,-13.58,1454.70
6180,07/27/2024,Matthew O'Connor 1628,4,Larry Jex 1597,4,4.00,TIE,1628,40,1508.32,0.33,1508.65,1597,40,1514.07,-0.33,1513.74
6181,07/27/2024,David Meyaard 1559,8,Jason Arvey 1570,0,4.00,P1,1559,40,1550.60,17.85,1568.45,1570,40,1513.10,-17.85,1495.25
6182,07/27/2024,Doug McNaron 1568,4,Jonathan Naylor 1638,4,4.00,TIE,1568,40,1481.90,0.85,1482.75,1638,40,1496.61,-0.85,1495.76
6183,07/27/2024,Michael MacMillan-Wang 1624,3,Trevor Morris 1609,5,4.00,P2,1624,40,1538.85,-4.97,1533.88,1609,40,1539.31,4.97,1544.28
6184,07/27/2024,Christopher Sousa 1636,4,Chad Weaver 1639,4,4.00,TIE,1636,40,1523.90,-1.76,1522.14,1639,40,1493.30,1.76,1495.06
6185,07/27/2024,Sharon Hufford 1641,6,Bess Matthews 1642,2,4.00,P1,1641,40,1499.34,10.69,1510.03,1642,40,1511.38,-10.69,1500.69
6186,07/27/2024,Josh Boley 1640,2,Jay Matthews 1590,6,4.00,P2,1640,40,1500.30,-6.56,1493.74,1590,40,1560.67,6.56,1567.23
6187,07/27/2024,Sophia Collins 1561,8,Suzie Coplin 1643,0,4.00,P1,1561,40,1489.20,19.85,1509.05,1643,40,1486.66,-19.85,1466.81
6188,07/27/2024,Hannah Manley 1598,2,Caley Roark 1621,6,4.00,P2,1598,40,1479.99,-7.95,1472.04,1621,40,1515.79,7.95,1523.74
6189,07/27/2024,Mitchell Shore 1604,2,Stephen Costa 1608,6,4.00,P2,1604,40,1549.61,-10.46,1539.15,1608,40,1541.70,10.46,1552.16
6190,07/27/2024,Thomas Schlosser 1548,4,Brian Dowd 1357,4,4.00,TIE,1548,40,1589.38,-1.85,1587.53,1357,40,1557.13,1.85,1558.98
6191,07/27/2024,Joseph Betz 1626,4,Jason Ketter 1434,4,4.00,TIE,1626,40,1476.42,3.71,1480.13,1434,40,1541.63,-3.71,1537.92
6192,07/27/2024,Curtis Beatovich 1574,8,Trevor Morris 1609,0,4.00,P1,1574,40,1522.71,21.24,1543.95,1609,40,1544.28,-21.24,1523.04
6193,07/27/2024,Sophia Collins 1561,7,Jay Matthews 1590,1,4.00,P1,1561,40,1509.05,18.32,1527.37,1590,40,1567.23,-18.32,1548.91
6194,07/27/2024,Dusty Usner 1620,6,Sharon Hufford 1641,2,4.00,P1,1620,40,1515.70,9.67,1525.37,1641,40,1510.03,-9.67,1500.36
6195,07/27/2024,David Meyaard 1559,7,Mark Love 1645,1,4.00,P1,1559,40,1568.45,11.42,1579.87,1645,40,1505.60,-11.42,1494.18
6196,07/27/2024,Doug Kolpien 1637,4,Caley Roark 1621,4,4.00,TIE,1637,40,1523.18,0.03,1523.21,1621,40,1523.74,-0.03,1523.71
6197,07/27/2024,Pam Przybylski-LaDue 1629,5,Katherine McCulloch 1644,3,4.00,P1,1629,40,1421.56,6.67,1428.23,1644,40,1450.69,-6.67,1444.02
6198,07/27/2024,Tracy Lawson 1632,4,Sean McCulloch 1622,4,4.00,TIE,1632,40,1454.70,1.04,1455.74,1622,40,1472.78,-1.04,1471.74
6199,07/27/2024,Nick Vayn 1584,1,Matt Amitrano 1625,7,4.00,P2,1584,40,1482.08,-13.60,1468.48,1625,40,1506.49,13.60,1520.09
6200,07/27/2024,Mark Sachon 1631,4,Bess Matthews 1642,4,4.00,TIE,1631,40,1475.30,1.46,1476.76,1642,40,1500.69,-1.46,1499.23
6201,07/27/2024,Hannah Manley 1598,4,Jason Arvey 1570,4,4.00,TIE,1598,40,1472.04,1.33,1473.37,1570,40,1495.25,-1.33,1493.92
6202,07/27/2024,Matthew O'Connor 1628,2,Michael MacMillan-Wang 1624,6,4.00,P2,1628,40,1508.65,-8.55,1500.10,1624,40,1533.88,8.55,1542.43
6203,07/27/2024,Joseph McCulloch 1623,4,Suzie Coplin 1643,4,4.00,TIE,1623,40,1449.22,1.01,1450.23,1643,40,1466.81,-1.01,1465.80
6204,07/27/2024,Josh Boley 1640,8,Larry Jex 1597,0,4.00,P1,1640,40,1493.74,21.15,1514.89,1597,40,1513.74,-21.15,1492.59
6205,07/27/2024,Doug McNaron 1568,4,Christopher Sousa 1636,4,4.00,TIE,1568,40,1482.75,2.26,1485.01,1636,40,1522.14,-2.26,1519.88
6206,07/27/2024,Jonathan Naylor 1638,5,Chad Weaver 1639,3,4.00,P1,1638,40,1495.76,4.96,1500.72,1639,40,1495.06,-4.96,1490.10
6207,07/27/2024,Stephen Costa 1608,4,Brian Dowd 1357,4,4.00,TIE,1608,40,1552.16,0.39,1552.55,1357,40,1558.98,-0.39,1558.59
6208,07/27/2024,Thomas Schlosser 1548,8,Joseph Betz 1626,0,4.00,P1,1548,40,1587.53,14.01,1601.54,1626,40,1480.13,-14.01,1466.12
6209,07/27/2024,David Meyaard 1559,6,Sophia Collins 1561,2,4.00,P1,1559,40,1579.87,7.00,1586.87,1561,40,1527.37,-7.00,1520.37
6210,07/27/2024,Mitchell Shore 1604,4,Curtis Beatovich 1574,4,4.00,TIE,1604,40,1539.15,0.28,1539.43,1574,40,1543.95,-0.28,1543.67
6211,07/27/2024,Dusty Usner 1620,6,Doug Kolpien 1637,2,4.00,P1,1620,40,1525.37,9.88,1535.25,1637,40,1523.21,-9.88,1513.33
6212,07/27/2024,Jason Ketter 1434,6,Caley Roark 1621,2,4.00,P1,1434,40,1537.92,9.18,1547.10,1621,40,1523.71,-9.18,1514.53
6213,07/27/2024,Katherine McCulloch 1644,2,Nick Vayn 1584,6,4.00,P2,1644,40,1444.02,-8.59,1435.43,1584,40,1468.48,8.59,1477.07
6214,07/27/2024,Tracy Lawson 1632,2,Pam Przybylski-LaDue 1629,6,4.00,P2,1632,40,1455.74,-11.58,1444.16,1629,40,1428.23,11.58,1439.81
6215,07/27/2024,Sean McCulloch 1622,3,Matthew O'Connor 1628,5,4.00,P2,1622,40,1471.74,-3.37,1468.37,1628,40,1500.10,3.37,1503.47
6216,07/27/2024,Larry Jex 1597,8,Mark Sachon 1631,0,4.00,P1,1597,40,1492.59,19.09,1511.68,1631,40,1476.76,-19.09,1457.67
6217,07/27/2024,Joseph McCulloch 1623,0,Chad Weaver 1639,8,4.00,P2,1623,40,1450.23,-17.71,1432.52,1639,40,1490.10,17.71,1507.81
6218,07/27/2024,Bess Matthews 1642,2,Jason Arvey 1570,6,4.00,P2,1642,40,1499.23,-10.31,1488.92,1570,40,1493.92,10.31,1504.23
6219,07/27/2024,Hannah Manley 1598,6,Suzie Coplin 1643,2,4.00,P1,1598,40,1473.37,9.56,1482.93,1643,40,1465.80,-9.56,1456.24
6220,07/27/2024,Jonathan Naylor 1638,8,Trevor Morris 1609,0,4.00,P1,1638,40,1500.72,21.28,1522.00,1609,40,1523.04,-21.28,1501.76
6221,07/27/2024,Sharon Hufford 1641,0,Michael MacMillan-Wang 1624,8,4.00,P2,1641,40,1500.36,-17.59,1482.77,1624,40,1542.43,17.59,1560.02
6222,07/27/2024,Jay Matthews 1590,6,Christopher Sousa 1636,2,4.00,P1,1590,40,1548.91,8.33,1557.24,1636,40,1519.88,-8.33,1511.55
6223,07/27/2024,Mark Love 1645,8,Doug McNaron 1568,0,4.00,P1,1645,40,1494.18,19.47,1513.65,1568,40,1485.01,-19.47,1465.54
6224,07/27/2024,Josh Boley 1640,5,Matt Amitrano 1625,3,4.00,P1,1640,40,1514.89,5.30,1520.19,1625,40,1520.09,-5.30,1514.79
6225,07/27/2024,David Meyaard 1559,7,Michael MacMillan-Wang 1624,3,5.00,P1,1559,40,1586.87,8.07,1594.94,1624,40,1560.02,-8.07,1551.95
6226,07/27/2024,Zacary Morris 1588,7,Sophia Collins 1561,5,6.00,P1,1588,40,1569.97,0.75,1570.72,1561,40,1520.37,-0.75,1519.62
6227,07/27/2024,John Myers 1556,8,Stephen Costa 1608,4,6.00,P1,1556,40,1593.93,6.44,1600.37,1608,40,1552.55,-6.44,1546.11
6228,07/27/2024,Dan Winnowski 1558,8,Jason Ketter 1434,2,5.00,P1,1558,40,1575.73,12.94,1588.67,1434,40,1547.10,-12.94,1534.16
6229,07/27/2024,Thomas Schlosser 1548,8,Christopher Houle 1564,2,5.00,P1,1548,40,1601.54,9.10,1610.64,1564,40,1518.03,-9.10,1508.93
6230,07/27/2024,Paul Brenner 1577,3,Brian Dowd 1357,7,5.00,P2,1577,40,1552.63,-9.57,1543.06,1357,40,1558.59,9.57,1568.16
6231,07/27/2024,Dusty Usner 1620,8,Rex Lehmann 1549,6,7.00,P1,1620,40,1535.25,5.10,1540.35,1549,40,1536.23,-5.10,1531.13
6232,07/27/2024,Jay Matthews 1590,8,David Meyaard 1559,2,5.00,P1,1590,40,1557.24,17.70,1574.94,1559,40,1594.94,-17.70,1577.24
6233,07/27/2024,Zacary Morris 1588,7,John Myers 1556,5,6.00,P1,1588,40,1570.72,7.55,1578.27,1556,40,1600.37,-7.55,1592.82
6234,07/27/2024,Dan Winnowski 1558,7,Thomas Schlosser 1548,1,4.00,P1,1558,40,1588.67,16.26,1604.93,1548,40,1610.64,-16.26,1594.38
6235,07/27/2024,Brian Dowd 1357,7,Dusty Usner 1620,1,4.00,P1,1357,40,1568.16,13.40,1581.56,1620,40,1540.35,-13.40,1526.95
6236,07/27/2024,Jay Matthews 1590,0,Zacary Morris 1588,8,4.00,P2,1590,40,1574.94,-19.81,1555.13,1588,40,1578.27,19.81,1598.08
6237,07/27/2024,Dan Winnowski 1558,6,Brian Dowd 1357,8,7.00,P2,1558,40,1604.93,-7.35,1597.58,1357,40,1581.56,7.35,1588.91
6238,07/27/2024,Zacary Morris 1588,7,Brian Dowd 1357,3,5.00,P1,1588,40,1598.08,9.34,1607.42,1357,40,1588.91,-9.34,1579.57
6239,07/27/2024,David Meyaard 1559,4,John Myers 1556,8,6.00,P2,1559,40,1577.24,-8.66,1568.58,1556,40,1592.82,8.66,1601.48
6240,07/27/2024,Thomas Schlosser 1548,8,Dusty Usner 1620,6,7.00,P1,1548,40,1594.38,-1.71,1592.67,1620,40,1526.95,1.71,1528.66
6241,07/27/2024,John Myers 1556,7,Thomas Schlosser 1548,3,5.00,P1,1556,40,1601.48,9.37,1610.85,1548,40,1592.67,-9.37,1583.30
6242,07/27/2024,Dan Winnowski 1558,7,Jay Matthews 1590,5,6.00,P1,1558,40,1597.58,1.35,1598.93,1590,40,1555.13,-1.35,1553.78
6243,09/15/2024,Krisztián Berzlánovich 1036,2,Ferenc Vodicska 1194,6,4.00,P2,1036,20,1592.31,-7.33,1584.98,1194,40,1509.68,14.67,1524.35
6244,09/15/2024,Krisztián Berzlánovich 1036,2,Nikolett Huszárik 1041,6,4.00,P2,1036,20,1584.98,-7.40,1577.58,1041,40,1500.00,14.80,1514.80
6245,09/15/2024,Krisztián Berzlánovich 1036,4,András Béni 1531,4,4.00,TIE,1036,20,1577.58,-2.20,1575.38,1531,40,1500.00,4.39,1504.39
6246,09/15/2024,Krisztián Berzlánovich 1036,6,Alan Wood 1530,2,4.00,P1,1036,20,1575.38,2.86,1578.24,1530,40,1500.00,-5.73,1494.27
6247,09/15/2024,Krisztián Berzlánovich 1036,7,Csaba Zongor 1170,1,4.00,P1,1036,20,1578.24,3.91,1582.15,1170,40,1447.84,-7.83,1440.01
6248,09/15/2024,Krisztián Berzlánovich 1036,8,Jolanda Brugman 1542,0,4.00,P1,1036,20,1582.15,7.68,1589.83,1542,40,1500.00,-15.36,1484.64
6249,09/15/2024,Krisztián Berzlánovich 1036,8,Adam Matyja 1538,0,4.00,P1,1036,20,1589.83,7.47,1597.30,1538,40,1500.00,-14.94,1485.06
6250,09/15/2024,Krisztián Berzlánovich 1036,4,Zsolt Szabó 1533,4,4.00,TIE,1036,20,1597.30,-2.73,1594.57,1533,40,1500.00,5.46,1505.46
6251,09/15/2024,Krisztián Berzlánovich 1036,4,Zalán Zakariás 1539,4,4.00,TIE,1036,20,1594.57,-2.66,1591.91,1539,40,1500.00,5.31,1505.31
6252,09/15/2024,Krisztián Berzlánovich 1036,8,Szilvia Rataj 1049,0,4.00,P1,1036,20,1591.91,5.50,1597.41,1049,40,1423.68,-11.01,1412.67
6253,09/15/2024,Ferenc Vodicska 1194,5,Nikolett Huszárik 1041,3,4.00,P1,1194,40,1524.35,4.45,1528.80,1041,40,1514.80,-4.45,1510.35
6254,09/15/2024,Ferenc Vodicska 1194,0,András Béni 1531,8,4.00,P2,1194,40,1528.80,-21.40,1507.40,1531,40,1504.39,21.40,1525.79
6255,09/15/2024,Ferenc Vodicska 1194,4,Alan Wood 1530,4,4.00,TIE,1194,40,1507.40,-0.76,1506.64,1530,40,1494.27,0.76,1495.03
6256,09/15/2024,Ferenc Vodicska 1194,4,Csaba Zongor 1170,4,4.00,TIE,1194,40,1506.64,-3.79,1502.85,1170,40,1440.01,3.79,1443.80
6257,09/15/2024,Ferenc Vodicska 1194,7,Jolanda Brugman 1542,1,4.00,P1,1194,40,1502.85,13.95,1516.80,1542,40,1484.64,-13.95,1470.69
6258,09/15/2024,Ferenc Vodicska 1194,6,Adam Matyja 1538,2,4.00,P1,1194,40,1516.80,8.18,1524.98,1538,40,1485.06,-8.18,1476.88
6259,09/15/2024,Ferenc Vodicska 1194,4,Zsolt Szabó 1533,4,4.00,TIE,1194,40,1524.98,-1.12,1523.86,1533,40,1505.46,1.12,1506.58
6260,09/15/2024,Ferenc Vodicska 1194,6,Zalán Zakariás 1539,2,4.00,P1,1194,40,1523.86,8.93,1532.79,1539,40,1505.31,-8.93,1496.38
6261,09/15/2024,Ferenc Vodicska 1194,8,Szilvia Rataj 1049,0,4.00,P1,1194,40,1532.79,13.35,1546.14,1049,40,1412.67,-13.35,1399.32
6262,09/15/2024,Nikolett Huszárik 1041,6,András Béni 1531,2,4.00,P1,1041,40,1510.35,10.89,1521.24,1531,40,1525.79,-10.89,1514.90
6263,09/15/2024,Nikolett Huszárik 1041,2,Alan Wood 1530,6,4.00,P2,1041,40,1521.24,-11.51,1509.73,1530,40,1495.03,11.51,1506.54
6264,09/15/2024,Nikolett Huszárik 1041,8,Csaba Zongor 1170,0,4.00,P1,1041,40,1509.73,16.25,1525.98,1170,40,1443.80,-16.25,1427.55
6265,09/15/2024,Nikolett Huszárik 1041,8,Jolanda Brugman 1542,0,4.00,P1,1041,40,1525.98,16.84,1542.82,1542,40,1470.69,-16.84,1453.85
6266,09/15/2024,Nikolett Huszárik 1041,8,Adam Matyja 1538,0,4.00,P1,1041,40,1542.82,16.25,1559.07,1538,40,1476.88,-16.25,1460.63
6267,09/15/2024,Nikolett Huszárik 1041,6,Zsolt Szabó 1533,2,4.00,P1,1041,40,1559.07,7.00,1566.07,1533,40,1506.58,-7.00,1499.58
6268,09/15/2024,Nikolett Huszárik 1041,8,Zalán Zakariás 1539,0,4.00,P1,1041,40,1566.07,16.04,1582.11,1539,40,1496.38,-16.04,1480.34
6269,09/15/2024,Nikolett Huszárik 1041,8,Szilvia Rataj 1049,0,4.00,P1,1041,40,1582.11,10.35,1592.46,1049,40,1399.32,-10.35,1388.97
6270,09/15/2024,András Béni 1531,2,Alan Wood 1530,6,4.00,P2,1531,40,1514.90,-10.48,1504.42,1530,40,1506.54,10.48,1517.02
6271,09/15/2024,András Béni 1531,5,Csaba Zongor 1170,3,4.00,P1,1531,40,1504.42,0.65,1505.07,1170,40,1427.55,-0.65,1426.90
6272,09/15/2024,András Béni 1531,8,Jolanda Brugman 1542,0,4.00,P1,1531,40,1505.07,17.07,1522.14,1542,40,1453.85,-17.07,1436.78
6273,09/15/2024,András Béni 1531,8,Adam Matyja 1538,0,4.00,P1,1531,40,1522.14,16.50,1538.64,1538,40,1460.63,-16.50,1444.13
6274,09/15/2024,András Béni 1531,6,Zsolt Szabó 1533,2,4.00,P1,1531,40,1538.64,7.76,1546.40,1533,40,1499.58,-7.76,1491.82
6275,09/15/2024,András Béni 1531,6,Zalán Zakariás 1539,2,4.00,P1,1531,40,1546.40,6.24,1552.64,1539,40,1480.34,-6.24,1474.10
6276,09/15/2024,András Béni 1531,6,Szilvia Rataj 1049,2,4.00,P1,1531,40,1552.64,1.22,1553.86,1049,40,1388.97,-1.22,1387.75
6277,09/15/2024,Alan Wood 1530,6,Csaba Zongor 1170,2,4.00,P1,1530,40,1517.02,4.93,1521.95,1170,40,1426.90,-4.93,1421.97
6278,09/15/2024,Alan Wood 1530,6,Jolanda Brugman 1542,2,4.00,P1,1530,40,1521.95,5.19,1527.14,1542,40,1436.78,-5.19,1431.59
6279,09/15/2024,Alan Wood 1530,6,Adam Matyja 1538,2,4.00,P1,1530,40,1527.14,5.31,1532.45,1538,40,1444.13,-5.31,1438.82
6280,09/15/2024,Alan Wood 1530,6,Zsolt Szabó 1533,2,4.00,P1,1530,40,1532.45,7.67,1540.12,1533,40,1491.82,-7.67,1484.15
6281,09/15/2024,Alan Wood 1530,6,Zalán Zakariás 1539,2,4.00,P1,1530,40,1540.12,6.24,1546.36,1539,40,1474.10,-6.24,1467.86
6282,09/15/2024,Alan Wood 1530,7,Szilvia Rataj 1049,1,4.00,P1,1530,40,1546.36,6.46,1552.82,1049,40,1387.75,-6.46,1381.29
6283,09/15/2024,Csaba Zongor 1170,8,Jolanda Brugman 1542,0,4.00,P1,1170,40,1421.97,20.55,1442.52,1542,40,1431.59,-20.55,1411.04
6284,09/15/2024,Csaba Zongor 1170,4,Adam Matyja 1538,4,4.00,TIE,1170,40,1442.52,-0.21,1442.31,1538,40,1438.82,0.21,1439.03
6285,09/15/2024,Csaba Zongor 1170,4,Zsolt Szabó 1533,4,4.00,TIE,1170,40,1442.31,2.40,1444.71,1533,40,1484.15,-2.40,1481.75
6286,09/15/2024,Csaba Zongor 1170,8,Zalán Zakariás 1539,0,4.00,P1,1170,40,1444.71,21.33,1466.04,1539,40,1467.86,-21.33,1446.53
6287,09/15/2024,Csaba Zongor 1170,7,Szilvia Rataj 1049,1,4.00,P1,1170,40,1466.04,10.22,1476.26,1049,40,1381.29,-10.22,1371.07
6288,09/15/2024,Jolanda Brugman 1542,0,Adam Matyja 1538,8,4.00,P2,1542,40,1411.04,-18.39,1392.65,1538,40,1439.03,18.39,1457.42
6289,09/15/2024,Jolanda Brugman 1542,4,Zsolt Szabó 1533,4,4.00,TIE,1542,40,1392.65,5.02,1397.67,1533,40,1481.75,-5.02,1476.73
6290,09/15/2024,Jolanda Brugman 1542,3,Zalán Zakariás 1539,5,4.00,P2,1542,40,1397.67,-2.21,1395.46,1539,40,1446.53,2.21,1448.74
6291,09/15/2024,Jolanda Brugman 1542,6,Szilvia Rataj 1049,2,4.00,P1,1542,40,1395.46,8.60,1404.06,1049,40,1371.07,-8.60,1362.47
6292,09/15/2024,Adam Matyja 1538,1,Zsolt Szabó 1533,7,4.00,P2,1538,40,1457.42,-13.89,1443.53,1533,40,1476.73,13.89,1490.62
6293,09/15/2024,Adam Matyja 1538,4,Zalán Zakariás 1539,4,4.00,TIE,1538,40,1443.53,0.30,1443.83,1539,40,1448.74,-0.30,1448.44
6294,09/15/2024,Adam Matyja 1538,6,Szilvia Rataj 1049,2,4.00,P1,1538,40,1443.83,5.40,1449.23,1049,40,1362.47,-5.40,1357.07
6295,09/15/2024,Zsolt Szabó 1533,6,Zalán Zakariás 1539,2,4.00,P1,1533,40,1490.62,7.58,1498.20,1539,40,1448.44,-7.58,1440.86
6296,09/15/2024,Zsolt Szabó 1533,6,Szilvia Rataj 1049,2,4.00,P1,1533,40,1498.20,2.30,1500.50,1049,40,1357.07,-2.30,1354.77
6297,09/15/2024,Zalán Zakariás 1539,4,Szilvia Rataj 1049,4,4.00,TIE,1539,40,1440.86,-4.86,1436.00,1049,40,1354.77,4.86,1359.63
6298,09/15/2024,Árpád Lonsták 1042,2,Kristóf Zámbó 1038,6,4.00,P2,1042,40,1500.00,-7.26,1492.74,1038,20,1547.94,3.63,1551.57
6299,09/15/2024,Árpád Lonsták 1042,2,Ádám Huszárik 1039,6,4.00,P2,1042,40,1492.74,-9.58,1483.16,1039,40,1500.00,9.58,1509.58
6300,09/15/2024,Árpád Lonsták 1042,2,Bálint Béni 1532,6,4.00,P2,1042,40,1483.16,-9.03,1474.13,1532,40,1500.00,9.03,1509.03
6301,09/15/2024,Árpád Lonsták 1042,2,Sander Brugman 1529,6,4.00,P2,1042,40,1474.13,-8.51,1465.62,1529,40,1500.00,8.51,1508.51
6302,09/15/2024,Árpád Lonsták 1042,6,Zsombor Kisfaludi-Bak 1174,2,4.00,P1,1042,40,1465.62,14.16,1479.78,1174,40,1538.92,-14.16,1524.76
6303,09/15/2024,Árpád Lonsták 1042,6,Sammy Nour 1535,2,4.00,P1,1042,40,1479.78,11.16,1490.94,1535,40,1500.00,-11.16,1488.84
6304,09/15/2024,Árpád Lonsták 1042,6,Jane Manson 1191,2,4.00,P1,1042,40,1490.94,3.51,1494.45,1191,40,1373.88,-3.51,1370.37
6305,09/15/2024,Árpád Lonsták 1042,6,Zsolt Teleky 1543,2,4.00,P1,1042,40,1494.45,10.32,1504.77,1543,40,1500.00,-10.32,1489.68
6306,09/15/2024,Árpád Lonsták 1042,6,Álmos Ákos Illyés-Rataj 1050,2,4.00,P1,1042,40,1504.77,0.98,1505.75,1050,20,1335.87,-0.49,1335.38
6307,09/15/2024,Árpád Lonsták 1042,8,Philipp Hampl 1541,0,4.00,P1,1042,40,1505.75,19.67,1525.42,1541,40,1500.00,-19.67,1480.33
6308,09/15/2024,Árpád Lonsták 1042,8,Orsolya Erika Szász 1545,0,4.00,P1,1042,40,1525.42,18.54,1543.96,1545,40,1500.00,-18.54,1481.46
6309,09/15/2024,Kristóf Zámbó 1038,4,Ádám Huszárik 1039,4,4.00,TIE,1038,20,1551.57,-1.20,1550.37,1039,40,1509.58,2.41,1511.99
6310,09/15/2024,Kristóf Zámbó 1038,3,Bálint Béni 1532,5,4.00,P2,1038,20,1550.37,-3.68,1546.69,1532,40,1509.03,7.37,1516.40
6311,09/15/2024,Kristóf Zámbó 1038,2,Sander Brugman 1529,6,4.00,P2,1038,20,1546.69,-6.09,1540.60,1529,40,1508.51,12.19,1520.70
6312,09/15/2024,Kristóf Zámbó 1038,0,Zsombor Kisfaludi-Bak 1174,8,4.00,P2,1038,20,1540.60,-10.46,1530.14,1174,40,1524.76,20.91,1545.67
6313,09/15/2024,Kristóf Zámbó 1038,6,Sammy Nour 1535,2,4.00,P1,1038,20,1530.14,3.82,1533.96,1535,40,1488.84,-7.63,1481.21
6314,09/15/2024,Kristóf Zámbó 1038,8,Jane Manson 1191,0,4.00,P1,1038,20,1533.96,5.61,1539.57,1191,40,1370.37,-11.22,1359.15
6315,09/15/2024,Kristóf Zámbó 1038,7,Zsolt Teleky 1543,1,4.00,P1,1038,20,1539.57,6.07,1545.64,1543,40,1489.68,-12.15,1477.53
6316,09/15/2024,Kristóf Zámbó 1038,4,Álmos Ákos Illyés-Rataj 1050,4,4.00,TIE,1038,20,1545.64,-5.41,1540.23,1050,20,1335.38,5.41,1340.79
6317,09/15/2024,Kristóf Zámbó 1038,7,Philipp Hampl 1541,1,4.00,P1,1038,20,1540.23,5.79,1546.02,1541,40,1480.33,-11.59,1468.74
6318,09/15/2024,Kristóf Zámbó 1038,6,Orsolya Erika Szász 1545,2,4.00,P1,1038,20,1546.02,3.16,1549.18,1545,40,1481.46,-6.33,1475.13
6319,09/15/2024,Ádám Huszárik 1039,6,Bálint Béni 1532,2,4.00,P1,1039,40,1511.99,10.25,1522.24,1532,40,1516.40,-10.25,1506.15
